,Stock,User,Comment,Comment Time
204,ALFAS,Kahin efendi Kahin efendi,endeks 9020 tutmassa ikili dip gibi dusunebilirsiniz 8700 8600 gibi ytd,3 saat önce
205,ALFAS,murat Demir,94.10 dan dondu. dondu ama altina gecer kapatirsa. asil soygunu o zaman. ciktigindan beri olan yukselen trend bitiyor. kendiniz iyice arastirin bakin. al sat tut tavsiyesi degildir . bu khp ler yeni aksu,3 saat önce
206,ALFAS,Serkan Arslan,way way way ya bu nasil bir seydir be arkadas bu bezdirme degil artik iskence be kardesim...hep millet soyulur ya allah belani versin ramazan gunu be ...,3 saat önce
207,ALFAS,Abdülsamet Dursun,cok tesekkur ederim alfas bana borsanin gercek yuzunu gosterdigin icin bu nedir ya ulan patron ulan patron o paralari yemeden olursun,3 saat önce
208,ALFAS,Ufuk Sahin,her gun dusen hisse dolandirici alfas,3 saat önce
209,ALFAS,SERKAN YILMAZ,allah bin belani versin,3 saat önce
210,ALFAS,murat Demir,94.20 alti yok. alti olursa. a... a... soksun sirketini patron. usten yakanana gecmis olsun. tabi bana da gecmis olsun. 2 gunde yuzde 8 verdik. dun sabah +3 acip verdi elimize. eksi acar alirim zannedip emiri verdik. en usten verdi nerdeyse,3 saat önce
211,ALFAS,Ali Akça,endeks anasini belediler kurumlar miletin donuna kadar alacaklar,3 saat önce
212,ALFAS,GÖK TÜRK,bist cikarken altina etmis gibi duran bist duser ken ayagi yanmis i.t gibi asagi kosan hissenin tahtaci si umumhane bebesi dir.,3 saat önce
213,ALFAS,Burak Girişgün,demek neymis enerjide en saglam sirket yeotek hisse kac kere 280 gelip dustu cikti dustu cikti ama sonuc hep zirvesine gelip gecti suan sikinti zaman da hep yesilde,3 saat önce
214,ALFAS,Cihan Asker,gencler astor 104 farkindamisiniz enerji sirketleri dusuyor bos yoruma gerek yok,3 saat önce
215,ALFAS,sinan özdemir,bofa hcbh ve yatirim finan yabanci deli gibi hise satiyo endexsi duman edicekler,3 saat önce
216,ALFAS,Çağrı Canbaz,celil'im parasut acilmazsa geri iade alinir... 🤣😇,3 saat önce
217,ALFAS,serr tas,endeks 8700 e inecek gibi..,3 saat önce
218,ALFAS,Kahin efendi Kahin efendi,bana gore bitis yakin buralar ama asa verirlerse daha fazla hic iyi olmaz bence vermeyecekler ytd isleylim gorelim dostlar..,3 saat önce
219,ALFAS,Serkan Arslan,yetmedi pc evlatlarina!!!,3 saat önce
220,ALFAS,Kahin efendi Kahin efendi,panik olan izlemesin dostlarim,3 saat önce
221,ALFAS,Ozcan Erol,85 asagisi 68 ytd.,3 saat önce
222,ALFAS,ERKAN YAZICI,"sanirim 91 i dip yapacak, bir hisse her gun dusermi ? ytd",3 saat önce
223,ALFAS,Faruk Soydan,spk sen ne is yaparsin insanlari bilerek soyduruyorsun,4 saat önce
224,ALFAS,Kahin efendi Kahin efendi,miav 69.4 onayi alindi ytd,4 saat önce
225,ALFAS,Kahin efendi Kahin efendi,ya yazdirmiyo ya kirdi diycem yazamiyorum bu nasil form ya,4 saat önce
226,ALFAS,ercan kekeç,rezil tam bir rezil bist ve sirketler,4 saat önce
227,ALFAS,Sedat Sahin,twittirden kaan alioglu'nun bugun attigi twiti acip dinlermisiniz.bir seyler oluyor sanki bizi bezdirip ucurcaklar oyle veya boyle ama ne zaman bilemeyiz,4 saat önce
228,ALFAS,Burak Girişgün,kim nerden alsa eline veren bi hisse lezil bi borsa enerjilerle ne alip veremedikleri varsa,4 saat önce
229,ALFAS,Ali Rıza Düzgün,"95,50den alis yaptim",4 saat önce
230,ALFAS,Ali Rıza Düzgün,"95,500 den aldim",4 saat önce
231,ALFAS,ercan kekeç,bizim ulkede borsada bu iste yaziklar olsun 🧐,4 saat önce
232,ALFAS,Emre Coşkun,"goldman: portfoy cikislari gecici, secimden sonra normallesme olacaktir son donemde turkiye'de portfoy cikisi egilimi ve buna paralel olarak turkiye cumhuriyet merkez bankasi'nin (tcmb) rezervlerinde dusus dikkat cekerken, goldman sachs ekonomistleri secimden sonra normallesme yasanacagini tahmin etti. goldman sachs ekonomistleri clemens grafe ve basak edizgil tarafindan hazirlanan 8 mart tarihli notta tcmb'nin rezervlerinde dusus egiliminin surdugu ve bu durumun genis olasilikla sermaye cikislarini yansittigi belirtildi. raporda ekonomistler tcmb'nin doviz pozisyonundaki bozulmanin, mart ayindaki yerel secimler nedeniyle yasanan sermaye cikislari, mevsimsel olarak zayif seyreden cari islemler dengesi ve vadesi gelen doviz korumali hesaplarin yurt disinda dovize donmesi gibi faktorlerin bir araya gelmesiyle olustugu gorusunu paylasti. ekonomistler bu cikislarin boyutunu sasirtici bulduklarini ve bunlarin gecici oldugunu ve secimlerden sonra normallesecegini dusunduklerini be",4 saat önce
233,ALFAS,Emre Coşkun,abd tufe verileri beklenenden yuksek geldi. abd faiz artirimi icin temmuz-agustos aylarindan once olmasini beklememek lazim. tum piyasalari ilgilendiren bir durum bu.,4 saat önce
234,ALFAS,Emre Coşkun,"bofa sabah rapor yayimladi. mart -nisan aylarinda tcmb 400-500 baz puan yukseltme potansiyeli olduguna dair. ekonomi gereklilikleri bir yana ulkemizin dinamikleri bir yana. bu kadar fazla ekonomiyi sikacaklarini dusunmuyorum. yilbasi sonrasinda enflasyon artti ozellikle secime yaklastikca herkes dolar pesine dusmesi enflasyonu iyice tetikledi. faiz artirimi gerekiyor mu evet, piyasa bunu istiyor mu hayir. i̇ki ucu pislik degnek desek yeridir. ekonomist beklentileri henuz yayimlanmadi. ekonomist beklentileri sonrasi daha saglikli beklentiler soyleyebiliriz.",4 saat önce
235,ALFAS,Kahin efendi Kahin efendi,flama var 98.4 yada 93.5 bence once ust sonra tutunamassa alt dostlarim,4 saat önce
236,ALFAS,Hüseyin Arslan,kapanisa dogru endeks salar yine 90 bulur bugun insallah yanilirim,4 saat önce
237,ALFAS,Yasin Aciksoz,temettu hakkinda yanlis bilgi veriyorsunuz daha belli degill,4 saat önce
238,ALFAS,matic sand,malisef balinalar kacti burdan bitcoin tarafindalar guven yok gelmezler,4 saat önce
239,ALFAS,matic sand,yildirmaya calisiyorlar kacirmamaya calisiyorlar dolar altin tarafina kacirmiycaklar ikiside zirveya cikmadan. unlar secimi yapmadan. zor,4 saat önce
240,ALFAS,Adem Beyaz,endeks yukardayken de bu dusuyor sizce ne yapmaya calisiyor,4 saat önce
241,ALFAS,Kahin efendi Kahin efendi,dostlarim surekli yazamiyorum kafa benim leylaya donuyo kusuruma bakmayin ara ara otrudugum yerde uykuya daliyorum:),4 saat önce
242,ALFAS,Kenan Tekneci,hangi hisse olursa olsun 1000hisse uzerine cikmam,4 saat önce
243,ALFAS,kenan ata,15 martta ne kadar temettu alicaz?,4 saat önce
244,ALFAS,Kenan Tekneci,kendi ayaniza sikin durun bende bin hissevar sikinti yok,4 saat önce
245,ALFAS,murat Demir,yanliz hisse suan tam sinirda geziyor. bakalim kim kazanacak. yanliz forum da bir tane te paylasan. alim satim yazan adam bile kalmamis.. bu hissenin fisini cektiler mi diye de dusunuyor degilim bakalim,4 saat önce
246,ALFAS,matic sand,temetuyu verdigi gun gerifazlasiyla eksi yapar alir dusunmeyin boyle seyleri oyunlari bitmez seytan ucgeni kurdular borsa sayesinde durumu duzeltiler cok guvenin bunlara nasil olcaksa,5 saat önce
247,ALFAS,murat Demir,"ortalama 5 -10 bin lot olsa 150 lira temettu verecek. olum saniye de 15 kurus dusuyorsun. belki halka arzdan toplayabilenin isine yarar almissa bi 50-100 bin lot. kar payini kendi icin dagitiyor muhtemelen. yalniz 15 kurus dagitip vurabilir. bi 15 lira belli olmaz. ben temettu olayini nasil kacirmisim yeni haberim oluyor, bileydim bulasmazdim",5 saat önce
248,ALFAS,Murat YILMAZ,kesmeyin toplayin adi tahtacinin ve patronun istedigi bu,5 saat önce
249,ALFAS,Adem Beyaz,arkadas biz temettu bedelsiz istemiyoz adam gibi yoluna devam etsin calmayla bu isler olmaz acelemiz iyiki yok ama okadar kol bacak kesen varki nasil oduyecek bu patron saygilar,5 saat önce
250,ALFAS,Hayri Dede,hikaye yok,5 saat önce
251,ALFAS,Déniz KARA,"allah siz alfas,hadi sabrimiz kalmadi cok buyuk zarar var",5 saat önce
252,ARCLK,adher keyat,arcelik hizmeti berbat durumda online uzerinden bir urun alin bakin gelmiyor. dagilmis durumda.,2 saat önce
253,ARCLK,EMİNE YAKKAN,herkese iyi geceler..,7 saat önce
254,ARCLK,Onder OZKN,dusuk hacim ve satis baskisi var. temettu vermeyecegini acikladigindan dusecegi mi ongoruluyor?,8 saat önce
255,ARCLK,Dorayaki Bey,arselik gobarttin beni. gindirikta goydun yerle yeksan ettin.,10 saat önce
256,ARCLK,Poyraz Gürsoy,temettu vermeyecekmismissss hemde o bilancoya ! sattim gitti ohhh kafam rahat,19 saat önce
257,ASELS,LáthspeII,kapanista iyi olmasinin sebebi yarin satisa yukardan baslamak istemeleridir yarinda cokus devam edicek,1 saat önce
258,ASELS,Mehmet Arda Ozdogan,bu son insalh burda doner,1 saat önce
259,ASELS,Halil ibrahim Sönmez,cok iyi cikti,1 saat önce
260,ASELS,Zafer Sert,vay be 55:80 cikti hayret hayirli aksamlar,1 saat önce
261,ASELS,Mehmet Arda Ozdogan,i̇yi cikti,1 saat önce
262,ASELS,Tülay Şanlı,"zafer bey kardesim cok emekleriniz icin tesekkurler ,hakkiniz odenmez sagolun..i̇yi insanlara hayirli aksamlar + hayirli iftarlar...🤲",1 saat önce
263,ASELS,Mehmet Arda Ozdogan,birker gene boyle 12 lira dustu geri firladi 12 lira sonra geri dustu depremde galiba,1 saat önce
264,ASELS,Handan Özal,aselsan boyle yapmazdi hayret ettim. en saglam kagit derken 67 den buralara gelmesine sasirdim.,1 saat önce
265,ASELS,Zafer Sert,55:50 giris,1 saat önce
266,ASELS,Dümbül ManchesterUnited,h*rdz*x devam efiyor,1 saat önce
267,ASELS,Mehmet Demir,anlik,1 saat önce
268,ASELS,Mehmet Arda Ozdogan,yak yesil hadi saelcim,2 saat önce
269,ASELS,Zafer Sert,"endeks 9000 den dondu ,anlik 9075 bakalim nasil kapatacak",2 saat önce
270,ASELS,İlhan Esen,cuma 60 da kapat bari aselsanim,2 saat önce
271,ASELS,Mehmet Arda Ozdogan,eksi 2 taban degil ahali,2 saat önce
272,ASELS,Doğan Doğan,eyyyy aselsan,2 saat önce
273,ASELS,Mustafa Akyürek,aselsan batmis mi,2 saat önce
274,ASELS,Dümbül ManchesterUnited,hardc*r* basladi devam ediyor,2 saat önce
275,ASELS,Mehmet Arda Ozdogan,yak yesili yaksan sasirmam,2 saat önce
276,ASELS,Doğan Doğan,yok mu bu borsanin bu ulkenin bir baskani heryer magdur doldu,2 saat önce
277,ASELS,Mustafa Bolca,acaba borsanin dusus nedeni ney,2 saat önce
278,ASELS,recep kızılelma,bankalar neden yesil eskiden borsaya banka hisseleri yon veriyordu.,1 saat önce
279,ASELS,Ozan Eksi,b.k san silah sanayi,1 saat önce
280,ASELS,recep kızılelma,dun sabah 60 tl fiyat gor bugun 55 yaz. yaziklar olsun giden kagitlar gidiyor. tmm uzun vade kazandirir diyoruz ama 1 yil boyunca tekrar 60 tl gorememe ihtimali de var sankim. bu zihniyetle her sey olur,1 saat önce
281,ASELS,borsa uzmanı,spekulasyon yapiyorsun diye kafa tutanlar yukselecek diye gaz verenler vebal aldiniz ramazan ayinda durust olun da ozur dileyin milletten.yoksa kul hakkina girdiniz,1 saat önce
282,ASELS,aselin azabı,abd nin 51. eyaleti turkiye cumhuriyeti! yazik mehmet akif ersoyun istiklal marsinin kabulu 12 martta ekonominin esareti! belgeselini canli izliyoruz..,1 saat önce
283,ASELS,Rizeli Kaptan,karsan da devlet hissesi ama +7 de ustelik zirvesinden 2₺ altta !! bunlarda suzmelik var baska bir sey degil,1 saat önce
284,ASELS,Mehmet Arda Ozdogan,nalet amerika enfasyonun batsin senin,1 saat önce
285,ASELS,Hakan Gülay,olumu gosterip sitmaya razi etmeye calisiyorlar . tuzaga dusmeyin,1 saat önce
286,ASELS,Mehmet Arda Ozdogan,6 ay 48 de gezdi 7 lira verdigi kar,1 saat önce
287,ASELS,Anka Anka,zafer merhaba is bank canli veri 12 ay en dusuk 19.353 gosteriyor ben grafikte boyle bir dusus gormedim ayrica 2 yildir kesintisiz maldayim yukselir kar alirim o ayri kacirdigim bir dusus oldumu yoksa veri paylasi inda hata var?,1 saat önce
288,ASELS,Serkan Işık,secime kadar boyle surundur yatir yapmaz bence kimse parasi olan altin dolar bitcoine kacti bekleyip gorecegiz,1 saat önce
289,ASELS,Hakan Gülay,butun hisseler dusuyo sadece bu degil. no panik,1 saat önce
290,ASELS,hakan grgn,bugun de bi devre kesici yakisir,1 saat önce
291,ASELS,Cihad Ozer,milli onurumuz gururumuz,1 saat önce
292,ASELS,Zafer Sert,"16:30 da abd tufe verisi aciklanacak ,bakalim ne yone gidecek,malum her seyden etkilenen bir borsamiz var",1 saat önce
293,ASELS,hakan grgn,alis kademeleri bombos allah sonumuzu hayir etsin,1 saat önce
294,ASELS,Tülay Şanlı,tayyar amca bir seslense belki korkarlar ondan eyyyyy aselsan yoneticileri falan filan:)))),1 saat önce
295,ASELS,Rizeli Kaptan,pakin yapmayin arkadaslar birazdan burada ki 1oo cu soytarilar gelir,1 saat önce
296,ASELS,Sercan Caglar,arkadaslar aselsan bu makarna hissesi degil ciktigi gunde olacak indigi gunde onemli olan nerden alacagini verecegini bilceksin uzun vadede zarar ettirmez. ytd,1 saat önce
297,ASELS,Bayram Yılmaz,secime kadar 49 not alin daha oncede yazmistim,1 saat önce
298,ASELS,hakan grgn,56ya kadar 470k yakin satis var anlik 55.55,1 saat önce
299,ASELS,Anka Anka,zafer merhaba is bank canli veri 12 ay en dusuk 19.353 gosteriyor ben grafikte boyle bir dusus gormedim ayrica 2 yildir kesintisiz maldayim yukselir kar alirim o ayri kacirdigim bir dusus oldumu yoksa veri paylasi inda hata var?,3 saat önce
300,ASELS,Serkan Işık,secime kadar boyle surundur yatir yapmaz bence kimse parasi olan altin dolar bitcoine kacti bekleyip gorecegiz,3 saat önce
301,ASELS,Hakan Gülay,butun hisseler dusuyo sadece bu degil. no panik,3 saat önce
302,ASELS,hakan grgn,bugun de bi devre kesici yakisir,3 saat önce
303,ASELS,Cihad Ozer,milli onurumuz gururumuz,3 saat önce
304,ASELS,Zafer Sert,"16:30 da abd tufe verisi aciklanacak ,bakalim ne yone gidecek,malum her seyden etkilenen bir borsamiz var",3 saat önce
305,ASELS,hakan grgn,alis kademeleri bombos allah sonumuzu hayir etsin,3 saat önce
306,ASELS,Tülay Şanlı,tayyar amca bir seslense belki korkarlar ondan eyyyyy aselsan yoneticileri falan filan:)))),3 saat önce
307,ASELS,Rizeli Kaptan,pakin yapmayin arkadaslar birazdan burada ki 1oo cu soytarilar gelir,3 saat önce
308,ASELS,Sercan Caglar,arkadaslar aselsan bu makarna hissesi degil ciktigi gunde olacak indigi gunde onemli olan nerden alacagini verecegini bilceksin uzun vadede zarar ettirmez. ytd,3 saat önce
309,ASELS,Bayram Yılmaz,secime kadar 49 not alin daha oncede yazmistim,3 saat önce
310,ASELS,hakan grgn,56ya kadar 470k yakin satis var anlik 55.55,3 saat önce
311,ASELS,hakan grgn,yazik ya burda uc kurusumuzla paramizi koruyalim diyoruz enflasyona karsi su hissenin haline bak iki haftada yuzde 20 dustu,3 saat önce
312,ASELS,Esat tepe,"55,60",3 saat önce
313,ASELS,borsa uzmanı,55.500,3 saat önce
314,ASELS,Bayram Yılmaz,ulkeme nazar degmis vah vah ekonomiye bak borsaya bak hayat pahaliga bak altin dolar euro yaziklar olsun,3 saat önce
315,ASELS,LáthspeII,yilrtildi destek kirildi 55 altina saekiyor,3 saat önce
316,ASELS,Zafer Sert,"endesk pozitif kalamadi eksi 1 e gidiyor,bizde onde dusuyoruz maalesef",3 saat önce
317,ASELS,Murat Gungor,66 dan iyiki satmisim.,3 saat önce
318,ASELS,recep kızılelma,bu neden hergun kirmizi bunu hicmi alan yok. 16.000 adet aldim 63 maaliyetle aldigim gunden bigune dusuyor. beni mi siniyor bu,3 saat önce
319,ASELS,Buse KURTULUŞ,maliyet 59 sikinti oldu yazik bu insanlara paralarina akp doneminin bize biraktigi miras,3 saat önce
320,ASELS,hakan grgn,son 11 gunun 9unda dusmus gercekten muazzam performans tebrikler,3 saat önce
321,ASELS,borsa uzmanı,dun muslumanligima kadar dil uzatan karaktersizleri allaha havale ediyorum,3 saat önce
322,ASELS,Hakan Gülay,sakin olun ya daha dusmeye baslamadi bile. dusunce napcaniz kimbilir,3 saat önce
323,ASELS,Ozan Eksi,bksan silah sanayi,3 saat önce
324,ASGYO,Ferdi Ceylan,antepli allah'in laneti uzerine olsun gaziantepi lekeleyen haramzade mubarek gunde para kalmadi,1 saat önce
325,ASGYO,Hasan Akdag,soyle kendine yakisani lap 8 aydir dustugun gibi gelenegi bozma,1 saat önce
326,ASGYO,Hasan Akdag,saloooo hisse endeks dusuyor senin daha hizli ve onden dusman lazim sasirtma ky yi,1 saat önce
327,ASGYO,sinyor cuk,maliyet 14.60 sikildik be,2 saat önce
328,ASGYO,İlker ,bir adamin burnu patlican dolmasina benziyorsa ondan bir poh olmaz,4 saat önce
329,ASGYO,Ferdi Ceylan,anteplinin surata bi bakin haram yiye yiye ne hale gelmis ben oyle zenginligin icine tukureyim calismayla zengin olunmaz calma ile zengin oldular yasalarda izin veriyo birsey cal hapis ama borsada serbes biyasa derler adam akilli denetim olmazsa kimse gelmez bunlarda bizi cok operler bist geneli boyle bazi baronlarin elinde bofadan bist i dusurende yukseltende badem biyikli lar,4 saat önce
330,ASGYO,Barış Durmaz,"bi kagidin patronu agri, kayseri ve antep ise uzak duracaksin",4 saat önce
331,ASGYO,ergün özdemir,200 bin lira geri alim yapmismis tuuuu...,5 saat önce
332,ASGYO,ergün özdemir,haram zikkim olsun allah belani versin antep li,5 saat önce
333,ASGYO,Rıdvan Ayan,buna birakmayacam yedi aydir bekliyorum bir yil daha beklerim.,5 saat önce
334,ASGYO,SERKAN ÖZDEMİR,bizim paralarla bi iftar yemegi verir sonra gece huzurla uyur bunlar,6 saat önce
335,ASGYO,Bülent Kıtır,edecek kufur kalmadi zarar 100000 allah belanizi versi̇n,6 saat önce
336,ASGYO,Rıdvan Ayan,bir kagit bu kadar duser mi rezil baska bir sey degil,6 saat önce
337,ASGYO,Her Telden,"aylar onceki halka arzina geldi, halka arzlarin en yuz karasi cikti,herkesi icine cekti rezillik",7 saat önce
338,ASGYO,Musa Bayhan,boyle bir sey yok ya ulan daha ne kadar duser dedikce dusuyor,8 saat önce
339,ASGYO,Salih Akkiraz,millet maliyet dusurmeye calistikca daha da saliyor,8 saat önce
340,ASGYO,Mehmet Maraşlı,allah belanizi versin borsadan sogudum taten asgyo izenr yuzunden,8 saat önce
341,ASGYO,SERKAN ÖZDEMİR,bugun acaba - kac kapatacak,8 saat önce
342,ASGYO,Polat Kalyoncu,markette ki tuvalet kagidi bile prim yapti. bu hala patinaj cekiyor. 28 maliyete bu hizla kac senede gelir allah bilir,20 saat önce
343,ASGYO,Savaş Tülü,21.72 maliyetim var cok bir sey yatirmadim ama bir hissenin bu kadar himbil olmasi sinir bozucu.,22 saat önce
344,ASGYO,Ferdi Ceylan,vallaha 7 aydir bekliyom oyulari bitsin antepli hedefimdeki rakamdan ustune yikarim ondan sonra cerceve yap duvara as uckagitci herif,23 saat önce
345,ASGYO,Ferdi Ceylan,sirket hissesi 100/48 anteplide halka arz civari dolaniyo buralardan topladigi kadarni toplayip kendi kazanacak kimseye ekmek yedirmem diyo ve bofayi kullaniyo bir kurum bilerekten zarar yazmaz anteplinin isi bu,23 saat önce
346,ASTOR,Arda Adıgüzel,dolandirici hiseeeee,1 saat önce
347,ASTOR,Hakan Aktaş,kurumsal a oyle cok ucuz fiyatlara basip satamaz . diger icerde olan kurumlar musade etmez buna. en baba 100 tl ondan once 104 40 kap cuma gelebilir satacagi lotlari devrettim diye. haftaya pozitif devam eder ytd,1 saat önce
348,ASTOR,Hayrettin Acar,1.hissenize blokaj koyun 2.spk yazi atin durmadan dusen hissemi olur diye 3.sirketi arayin hesap sorun sonucta bu hisseler sizde oldugu muddetce bu sirketin hissedarisiniz 4.dustukce ekleme yapmayin bunu tahtaci ve burdaki adamlari goruyor 5.hisseyi kactan aldiysaniz burda konusmayin tahtaci ona gore islem yapar saygilar iyi aksamlar herkeze,1 saat önce
349,ASTOR,Ali Erkan,"patron qnb ve deniz uzerinden soymaya devam ediyor. once kagidi tutar gibi gozuktu 600-700 bin aldi, sonra 107.1 den asagi basmaya calisti. 900 bin civari satti. son bes dk da kapida alim geldi bu sefer de cikarmamak icin 108 e 250 bin satis girdi. allah belani versin feridun, seni savunanin da . ramazan gunu ky nin parasinda gozu kitapsiz",1 saat önce
350,ASTOR,Borsa Tek,ey urfa li yaziklar olsun sana. belediyeleri de kaybedeceksiniz.,1 saat önce
351,ASTOR,Abdulkadir Can,fibo 1.618 106.90 uzerinde kapatti.bir sonraki 99.40 oraya da gelmez herkes siraya girer almak icin. neyse orucluyum yorum saglikli olmayabilir. heyecan yapmayin. bol sans,1 saat önce
352,ASTOR,Serkan Aydin,104 tlye dusecek,1 saat önce
353,ASTOR,Efe İyidoğan,109 dan girdik ama umarim daha dusmez,1 saat önce
354,ASTOR,Hamza Öztunc,borsada kim para kazanmis siz kazanacaksiniz orda burda gordugunuz hisselere daliyosunuz gelip burda dert yaniyosunuz faize gidin ne sinir ne stres hisse sahipleri sizin aci cekinisi gordukce kahvelerini yudumluyor,1 saat önce
355,ASTOR,Hamza Öztunc,bu gun 3.10 caldilar yarim kaldigi yerden devam,1 saat önce
356,ASTOR,Hayrettin Acar,spk sikayet edin durmadan dusen hissemi olur diye en son ne zaman tavsn yapmis diye yazi atin arastirilsin deyin,1 saat önce
357,ASTOR,murat yardımsever,hep soyluyorum bu kagit bist 30 a yakismiyor nasil tutuyolar bunu neye gore hacim yok bise yok,1 saat önce
358,ASTOR,Hayrettin Acar,ayrica birlik olun sirketi arayin bu ne hal diye sorun sonucta sizde bu sirketin hissedarisiniz hakkiniz var,1 saat önce
