,Stock,User,Comment,Comment Time
606,BRSAN,CAWİ BEY,oructan sonraya sakli̇yorum kufurleri̇🤣,1 saat önce
607,BRSAN,İrfan aksoy İrfan aksoy,simdi bu patron ve surekasi oruc da tutmustur ulennnn bu kadar insanin hakki var lokmanizda haram it kani olsun.,1 saat önce
608,BRSAN,Mert Mavi,cavi kac lotun var,1 saat önce
609,BRSAN,CAWİ BEY,yari̇nda +50 kapati̇ri̇z olur bi̇ter 🤣,1 saat önce
610,BRSAN,CAWİ BEY,pasli̇ ci̇vi̇ kelleni̇ mi̇ kesti̇n ci̇gerleri̇ni̇ dalagi̇ni̇ mi̇ kesti̇n🤣,1 saat önce
611,BRSAN,Yıldırım Can,dussun dusecegi yere kadar o tahtaciya para yedirmem mecbur sureceksin yukari gul gibi sirketi rezil ettiniz sabir eden kazanacak,1 saat önce
612,BRSAN,CAWİ BEY,carambada boruasan klasi̇k dusus gunu hergun -3 gi̇t boyle aferi̇n,1 saat önce
613,BRSAN,korkusuzkorkak,"dus biraz daha dus, daha nereye kadar duseceksin",1 saat önce
614,BRSAN,Zalım Gardiyan,bilancolar da artik hissede beklenen artisi saglamiyor. millet 4.ceyrek bilancoyu bekliyordu 4 milyar kar acikladi ama hisse dustu. borsa da birilerinin elinde kumar olmus. allahinizdan bulun,1 saat önce
615,BRSAN,TEKNİK ANALİZCİ,550 alirsiniz yatirim tafsiyesi degildir,1 saat önce
616,BRSAN,mahmut baykara,seni̇nde km sahi̇bi̇ni̇zi̇nde,1 saat önce
617,BRSAN,CAWİ BEY,500 ler hayi̇rli̇ olsun di̇yeli̇m,1 saat önce
618,BRSAN,Osman yildiz,allah bbelani versin,1 saat önce
619,BRSAN,Ozcan Erol,636 -616 ytd,1 saat önce
620,BRSAN,Ali Turan,iyice gidiyor asagiya,1 saat önce
621,BRSAN,TEKNİK ANALİZCİ,21 martta kadar brsan 600 altina sarkar faiz artisi gelirse tcmb dan brsan 550 hazir olun ytd,1 saat önce
622,BRSAN,Meltem Gültekin,demekki 780lere cikarip tekrar guven kazanip milleti hapsettiler madem yine bu rakamlara inecektin neden duseni kirdi algisi yarattiniz dolandiriliktan baska birsey degil baska aciklama olamaz,1 saat önce
623,BRSAN,Sevil Uzuner,"yok abi valla butun bist dola ndirma modunda. daha dun arz olms oba makarna da millet acaba kac sene hapis kalcak icerde. tabandan ekleyen mi dersin, tavandan yuklenen mi ararsin. vala sogudum cikicam komple parami alacagim zaman",1 saat önce
624,BRSAN,hakan kutlu,sabah satacaksin aksam alacaksin su hisseyi her gun yuzde 5 kazandiriyor,2 saat önce
625,BRSAN,Ersan Dalgıç,kstur almis olsaydim kasimdan bu yana 4.000.000 tl yapmistim borusan pismanlik zarar %35 en sonunda gemileri yakicam sabir da bir yere kadar guven kalmamis bu kagit bitmis...,2 saat önce
626,BRSAN,burak maden,bu kadar dusmek nedir art den i,2 saat önce
627,BRSAN,IronMan_76,adamlar sattikca cogaliyor daha da satiyor.allahsizlar,2 saat önce
628,BRSAN,Paslı Çivi,hadi ey tahta yapici yasasin hadi geliyor bes yuz ler ha gayret soz bir milyonluk alacagim,2 saat önce
629,BRSAN,Alkii,bugunde opulduk hayirli olsun,2 saat önce
630,BRSAN,Devrim Kara,bist 8990 dan doner,2 saat önce
631,BRSAN,Celal Şallı,borsa duser borusan duser. borsa cikar borusan yine duser.,2 saat önce
632,BRSAN,Mijkey Mi,evet boyle borsanin gelmisini gecmisini kim s. resmen bizlerin parasiyla adamlar hava atiyor,2 saat önce
633,BRSAN,salih yıldıray,verelim paramizin tamamini sizde kurtulun bizde boyle stresten kurtulalim o c lari,2 saat önce
634,BRSAN,İrfan aksoy İrfan aksoy,bizde bu akil oldukca daha cok zkrler bizi,2 saat önce
635,BRSAN,Maya doruk Maya doruk,resmen gercekten soyuluyoruz dolandiriliyoruz be bunu hakediyoruz….,2 saat önce
636,BRSAN,Zalım Gardiyan,bilancolar da artik hissede beklenen artisi saglamiyor. millet 4.ceyrek bilancoyu bekliyordu 4 milyar kar acikladi ama hisse dustu. borsa da birilerinin elinde kumar olmus. allahinizdan bulun,3 saat önce
637,BRSAN,TEKNİK ANALİZCİ,550 alirsiniz yatirim tafsiyesi degildir,3 saat önce
638,BRSAN,mahmut baykara,seni̇nde km sahi̇bi̇ni̇zi̇nde,3 saat önce
639,BRSAN,CAWİ BEY,500 ler hayi̇rli̇ olsun di̇yeli̇m,3 saat önce
640,BRSAN,Osman yildiz,allah bbelani versin,3 saat önce
641,BRSAN,Ozcan Erol,636 -616 ytd,3 saat önce
642,BRSAN,Ali Turan,iyice gidiyor asagiya,3 saat önce
643,BRSAN,TEKNİK ANALİZCİ,21 martta kadar brsan 600 altina sarkar faiz artisi gelirse tcmb dan brsan 550 hazir olun ytd,3 saat önce
644,BRSAN,Meltem Gültekin,demekki 780lere cikarip tekrar guven kazanip milleti hapsettiler madem yine bu rakamlara inecektin neden duseni kirdi algisi yarattiniz dolandiriliktan baska birsey degil baska aciklama olamaz,3 saat önce
645,BRSAN,Sevil Uzuner,"yok abi valla butun bist dola ndirma modunda. daha dun arz olms oba makarna da millet acaba kac sene hapis kalcak icerde. tabandan ekleyen mi dersin, tavandan yuklenen mi ararsin. vala sogudum cikicam komple parami alacagim zaman",3 saat önce
646,BRSAN,Sevil Uzuner,ne yazayim ben simdi buraya az bi bakmadim-2 ne laaagnn,3 saat önce
647,BRSAN,salih yıldıray,her gun eksi 2 olurmu adiler,3 saat önce
648,BRSAN,Doğukan Baraz,cawi gelelimi buraya ara verdik ekmek cikarmi gelsek,3 saat önce
649,BRSAN,Mahmut Coşkun,bu hissede destek vs yok,3 saat önce
650,BRSAN,Mahmut Coşkun,surasi destek denilip duruyor hic kimsenin destek dedigi nokta olmadi,3 saat önce
651,BRSAN,İrfan aksoy İrfan aksoy,i̇ftardan sonra tahtacinin bankofun oatronun musait yerine lot sayim kadar ….m,3 saat önce
652,BRSAN,Mahmut Coşkun,642 oldu zaten bence asagisi var zaten,3 saat önce
653,BRSAN,Mahmut Coşkun,ekleme yapmayin bence sahsi fikrim,3 saat önce
654,BRSAN,CAWİ BEY,0 tl oldugunda si̇rket batmi̇s mi̇ oluyor,3 saat önce
655,BRSAN,Murat Kasımoğlu,642 bunu kirar 640 tan da donmezse. cenaze merasimine hazirlanin. burdan asagisi tufan.,3 saat önce
656,BRSAN,Mahmut Coşkun,649 ta destek varmis bu hisseyi cozdum yesil olunca sat gun ici muhakkak kirmizi olucak,3 saat önce
657,BRSAN,Metehan Tpln,takip ettigim tum hisseler kirmizi yapti ilgincc...,3 saat önce
658,BRSAN,CAWİ BEY,i̇lk tavanda kacmak lazi̇m durdukca dte gi̇ri̇yor,3 saat önce
659,BRSAN,Hrn Shn,hergun 20 lira 30 lira eksi kansizlar hic mi duzgun isiniz olmaz saymadigim hergun pisman ediyor ors pu evlatlari,3 saat önce
660,BRSAN,CAWİ BEY,300 tlde olmayi̇n adam zki̇yorlar,3 saat önce
661,BRSAN,salih yıldıray,bu nasil bir alcaklik neden ceza vermiyorlar spk ile birlikte goturuyorlar,3 saat önce
662,BRSAN,Birek Elgen,rivayetler e degil de matematige bakin asagi da 493 var demedimmi,3 saat önce
663,BRSAN,burak maden,cevirip cevirip jopluyorlar:)),3 saat önce
664,BRSAN,Kamile Uzakgider,yok arkadas bu borsa bana gore deilmis ben gidiyorum ama kol kesmeden kapatiyorum ekrani uzun bir sure unutucam yoksa psikolojim bozulcak olurda birgun yukselis trendine girerse satar defolur giderim birdahada borsaya tovbe,3 saat önce
665,BRSAN,Hrn Shn,tavan yapsa ne yapacak hangi zararimiz cikacak yine soyluyorum almanlar gitti ortam bu gtlere kaldi,3 saat önce
666,BRSAN,Metehan Tpln,dussede bir gun o tavani yapacak!!! :)) sabir demeye devam,3 saat önce
667,BRSAN,Omar Ozkan,-3 gecmis olsun allah belani versin,3 saat önce
668,BRSAN,TEKNİK ANALİZCİ,"649,5 asagi kirdi sirada 633,5 destegi var simdilik uzak durun",3 saat önce
669,BRSAN,MikaiL Baran,tahtaci burayi okuyorsan an nonu i̇ftarla sahur arasi beni̇m i̇ci̇n hazirla,3 saat önce
670,BRSAN,Mahmut Coşkun,maliyeti cok dusuk tahtacinin cok sabreden kazanir,3 saat önce
671,BRSAN,FERDA,bu zarar nasil cikacak allah belanizi versin beee.zaten 6 aydir bekliyoruz.,3 saat önce
672,BRSAN,hasan tanyeli,tahtanin sahibi ky elindeki lotta gozu 6 milyon lotu var hergun al sattan lot arttirma derdinde yazik,3 saat önce
673,BRSAN,Mahmut Coşkun,kesin alim oldu yine iceri aldi tahtaci,3 saat önce
674,BRSAN,Celal Şallı,hergun mu eksi olur.,2 saat önce
675,BRSAN,Ismail Akgeyik,orucluyken ben kufur edemiyom yerime biri soverse sevinirim simdiden agzina saglik,2 saat önce
676,BRSAN,Borsa Uzmanı,gecen yilin gozde cocugu bu yilin o cocugu,2 saat önce
677,BRSAN,FERDA,allah belanizi versin be yeter aartik,2 saat önce
678,BRSAN,Vildan Solmaz,"patek batron ntv cikmis, yatirimda kap gelecek diye oraya geciyor millet saka gibi yine saldi burasi",2 saat önce
679,BRSAN,Tanzer Kuş,"ramazan falan dinlemeyecegim, bu sirket tam bir dolandirici olmus; bofa’yla halki dolandiriyorlar.",2 saat önce
680,BRSAN,IronMan_76,aksama solugu kacta alacak bakalim..,2 saat önce
681,BRSAN,TEKNİK ANALİZCİ,"649,5 asagi kirmamali yoksa satis baskisi artar",2 saat önce
682,BRSAN,IronMan_76,651,2 saat önce
683,BRSAN,Murat Kasımoğlu,"evet muhtemelen levil atlama zamanimiz geldi. yesilden, kirmiziya atlamaya herkes hazirlansin",2 saat önce
684,BRSAN,Ismail Akgeyik,hergun ayni tezgahi kurmaktan bikmadinmi yeter lan 4 milyar yillik kârin dan payimi ver gidelim 😂😭,2 saat önce
685,BRSAN,Berkay Dönmez,profesyonel gecirme,2 saat önce
686,BRSAN,Meltem Gültekin,dedim size bugunde 660 uzeri kalamadi dye 640larda kapatacak gunluk 10 lira alti kapatiyor bi ara yine boule azar azar dusurmustu,2 saat önce
687,BRSAN,Tanzer Kuş,oc’lari yine eksiye indirdi….,2 saat önce
688,BRSAN,Euro Patronu,95 e ilk ortalama dusurmek icin alim koydum.birde eger gelirse diye 90 tl ye bekletiyorum biraz kursun,2 saat önce
689,BRSAN,burak maden,cok sukur eski yaktik,2 saat önce
690,BRSAN,Hisse Zamani,bu sirket batti mi ya herkes umidi kesmis paralar pul oldu,2 saat önce
691,BRSAN,Kamile Uzakgider,ben buraya bu parayi yatirdim gun gozden cikardim istedigin kadar dusur tahtaci ben beklerim kar parasi almadan hic yere gitmem ben buraya kol kesmek icin yaytirmadim parayi nasilsa yukselceksin ytd,2 saat önce
692,BRSAN,ramazan dagli,"elimizde 2300 lot var maliyet 850 ciksin hemen saticaz , cok bekletti cook yatirim tavsiyesi degildir",2 saat önce
693,BRSAN,levent zorbey,istedigi kadar boyle dursun hic acelemiz yok para kazanmadan satmiyom kiralin gelsin kazanmadan birakmiyom nere kadar dayanacan baklim illaki ralley yapmak zorundasin,2 saat önce
694,BRSAN,Acemi Borsacıı,burdeysen hisseyi us gademe yugseld birag,3 saat önce
695,BRSAN,Acemi Borsacıı,burdamisin asgim,3 saat önce
696,BRSAN,Mert Ataseven,borusan alayimmi dedim? bi baktim hissedarlara yuzde10 bir hanimefendide.sirketin sanat hayir islerine yonlendirmisler. kulturune baktim? beni acmadi. bu bir pipo degil dedim. ytd.,3 saat önce
697,BRSAN,Meltem Gültekin,abd subat ayi enflasyonuda beklenenden yuksek geldi altin yine ucusa gecerse borsa duser sabah altin dusuk basladi simdi yine ufaktan artmaya baslamis,3 saat önce
698,BRSAN,Meltem Gültekin,sabah endex eksiyken bu yuzde 1 lerdeydi suan endex yesil yakmis durumda bizimki 1in altinda geziyor,3 saat önce
699,BRYAT,Joe Baydın,3100 -3200 arasini bekliyorum hizlica.,1 saat önce
700,BRYAT,nanis nanis,sabh aldik 20k gecrdin,2 saat önce
701,BRYAT,umut sende,ak +4100 bankof -5500,2 saat önce
702,BRYAT,What a Joke,tahtaci geldi 4010 veya uzeri kapanis cok iyi olur. yatirim tavsiyesi degildir,2 saat önce
703,BRYAT,umut sende,3965,2 saat önce
704,BRYAT,Murat Karadağ,sikinti yok her dususun bir cikisi vardir ytd,3 saat önce
705,BRYAT,nanis nanis,saglam gecirdin alir almaz valla helal olsun,3 saat önce
706,BRYAT,Savaşma Baris,hep derim saglam sirketler olabilir borsada ama saglam hisse diye bir kavram yoktur aksini iddia eden de de akil yoktur,3 saat önce
707,BRYAT,TEKNİK ANALİZCİ,3845 gelecekmi bakalim bugun altina sarkarsa 3770,3 saat önce
708,BRYAT,What a Joke,tahtaci kayiplarda bofa satip duruyor kademelerde bos . harekette yok fazla. yatirim tavsiyesi degildir,3 saat önce
709,BRYAT,nanis nanis,duserken nasil dusuyosun be vicdansiz,3 saat önce
710,BRYAT,Yilmaz Zorlu,geldi zamani ytd,3 saat önce
711,BRYAT,TEKNİK ANALİZCİ,21 martta faiz artisina kadar bryat 3770 altina sarkmaz insallah,3 saat önce
712,BRYAT,Yilmaz Zorlu,bazisi da kufur seviyo zevk iste,3 saat önce
713,BRYAT,Joe Baydın,2800 bekli̇yoruz,3 saat önce
714,BRYAT,TEKNİK ANALİZCİ,3915 ve 3845 ve 3770 detekler,3 saat önce
715,BRYAT,Yilmaz Zorlu,tahtaci hadi,3 saat önce
716,BRYAT,TEKNİK ANALİZCİ,3915 asagi kirarsa 3845 kadar salar kendini,4 saat önce
717,BRYAT,Müslüm Yılmaz,boylesine lanet bir hisse memlekette gorulmedi hangi kademeden alsan oraya geberirim cikartmam diyorlar haysiyet yoksunlari,4 saat önce
718,BRYAT,umut sende,ak +2729. bankof -3060,4 saat önce
719,BRYAT,İsmail Arda,teknik analizci bilanco gelmedi mi daha ?,5 saat önce
720,BRYAT,Antonio Simao,bunda bekleyen kadar cripto alt coin alsaydim 1 ayda 5 kati artmisti param yaziklar olsun ytd,6 saat önce
721,BRYAT,Serkan Belguzar,ulan ner batik hisse var beni buluyor allah belani versin bu kacinci hafta cimbetona bari yetis,6 saat önce
722,BRYAT,Volkan Kalpakci,borusan boruyu bize dosedi arkadaslar 4.000 den aldim elime verdiler ytd almayin aldirmayin,6 saat önce
723,BRYAT,Volkan Kalpakci,almayin aldirmayin arkadaslar gunlerdir dusuyor bu kagit,6 saat önce
724,BRYAT,umut sende,ak +1900 qnb -2700,4 saat önce
725,BRYAT,Murat Albostanlı,bari 4.100 gorde guven ver,4 saat önce
726,BRYAT,nanis nanis,resmen dssk geciyolar bi bakiyon nereye cikiyo. bi bakiyon saniyede hop asagi ulan yazik koskoca sirketi al sata donderdiniz,4 saat önce
727,BRYAT,umut sende,bankof +3450 qnb -2750,4 saat önce
728,BRYAT,Murat Karadağ,bugun tavan olurmu abiler,4 saat önce
729,BRYAT,Murat Albostanlı,roket roket roket roket roket,4 saat önce
730,BRYAT,ELİF İZCİ,herkese iyi geceler..,4 saat önce
731,BRYAT,Savaşma Baris,hisse guzel bir duzeltme yapti simdi de guc topluyor . endekse de bakiyor bu aralar . 4 bin uzeri her kapanisa raziyim ytd,5 saat önce
732,BRYAT,Alexander Ivanov,vay anam vay ne tokat yedi 4077'den. zannedersin estergon kalesi. biraklan bu ayaklari boru. seve seve kiracan ama bu hafta ama haftaya,5 saat önce
733,BRYAT,YABAN_CI,goster su gucunu bist 100 de bir tane tavanda hisse yok. yap numarani artik,5 saat önce
734,BRYAT,Savaşma Baris,cepni asagi cepni yukari acin da calisin biraz bir seyler ogrenin,5 saat önce
735,BRYAT,Alexander Ivanov,"biri bi gaz alip kaldiriyor, sonra tepeden veriyor. 60 lira icin hem teknigi bozuyor hem milleti yemliyor... ya cok saglam kiracak bi daha gelmeyecek geri, ya da genel kurula kadar oyalanacak. tahmin etmek cok guc.",5 saat önce
736,BRYAT,Antonio Simao,alcar bile artik senden ayrildi arti 5 suan sana noldu babbaaa bryat olmus babaa cio olmus garippp ytd,6 saat önce
737,BRYAT,Antonio Simao,arkadaslar bu ay boyle gecer nisan mayis bizimdir onumuz yesil bahar bahce ytd,6 saat önce
738,BRYAT,Yilmaz Zorlu,bi ara 1500 diyordu simdi 3100 diyor nihahhahah,6 saat önce
739,BRYAT,Yilmaz Zorlu,yine geldi baydin jo avareli bikmadi gitti arkadas,6 saat önce
740,BRYAT,Keziban Başdağ,cepni hanim merhaba babaniz nasil oldu. bugunle ilgili teknik gorusunuz nedir acaba,6 saat önce
741,BRYAT,Joe Baydın,3100,6 saat önce
742,BRYAT,TEKNİK ANALİZCİ,3915 altina sarkmadigi surece sikinti yok,6 saat önce
743,BRYAT,TEKNİK ANALİZCİ,satmayin arkadaslar,7 saat önce
744,BRYAT,Keziban Başdağ,4.045,7 saat önce
745,BRYAT,TEKNİK ANALİZCİ,fi̇bonacci̇ 6175 gosteriyor ben 15.000 bin beklentim var ytd,7 saat önce
746,BRYAT,Yilmaz Zorlu,3985,7 saat önce
747,BRYAT,Savaşma Baris,te goren var mi?,7 saat önce
748,BRYAT,Serkan Belguzar,% 10 la acicak 🤣,7 saat önce
749,BRYAT,TEKNİK ANALİZCİ,fi̇bonacci̇ 6175 gosteriyor ben 15.000 bin beklentim var ytd,9 saat önce
750,BRYAT,Yilmaz Zorlu,3985,9 saat önce
751,BRYAT,Savaşma Baris,te goren var mi?,9 saat önce
752,BRYAT,Serkan Belguzar,% 10 la acicak 🤣,9 saat önce
753,BUCIM,Arda Haydaroğlu,mecbur cikacak baska secenegi yok. ytd,1 saat önce
754,BUCIM,Furtina Esecek,allah bin turlu belanizi versin hepinizin,1 saat önce
755,BUCIM,Furtina Esecek,baban yerde yatan olune scim borsa ist olune scim tahtaci patron yaverleri o.c hirsizlar tefeciler soyguncular,2 saat önce
756,BUCIM,HİRSLİ TRADER ,"yorumum silinmis ,taban olacak dedim ama tabana yakin geldi. ben kacar herkese bol kazanclar",2 saat önce
757,BUCIM,Gökhan Demirci,eski yuzdeye ulasmasamda hatiri sayilir alimla tekrar bucim deyim hayirlisi olsun.,2 saat önce
758,BUCIM,Ali Uzun,08,3 saat önce
759,BUCIM,kalender cankırı,borsa neden dusuyor bilen varmi,3 saat önce
760,BUCIM,Savas Ozturk,soygun varrrrrr,3 saat önce
761,BUCIM,Ali Uzun,finansal rapor bile hazirlamakta acizsiniz,3 saat önce
762,BUCIM,kalender cankırı,bofa borsayla oynuyor spk izliyor orucluyum kufurde edemiyorum,4 saat önce
763,BUCIM,Ahmet Şenol,"i̇yi ki 8,50 satip ciktim",4 saat önce
764,BUCIM,Ali Uzun,sabah 79 simdi 13,4 saat önce
765,BUCIM,Ali Uzun,sakamisin sen ya,4 saat önce
766,BUCIM,Ali Uzun,belliydi bi halt yiyecegi tavan senin neyine,4 saat önce
767,BUCIM,Furtina Esecek,an av dogmusunu dogacani zurriyetini dogmusunu dogacani s.k tahtaci patron yaverleri o.c,4 saat önce
768,BUCIM,Adnan Öznehir,demek deprem bolgesi hirsiziligini bunlar yapiyor karinizi baskalarinin koynunda cocuklarinizi surunurken gorursunuz dileklwrim ve ahimdir patron tahtaci ve ac kopekleri,4 saat önce
769,BUCIM,Furtina Esecek,senin cocunu senin dogmusunu dogacani an av olunu dirini karini kizini bacini s.k tahtaci patron yaverleri,4 saat önce
770,BUCIM,Ömer Emcür,yatirimcilar bu a**** koydugumun sirketi verecek parayi da pi cekecek enflasyona karsi rezil edecek 3 kurusunuz 1 kurus olarak size geri donecek,5 saat önce
771,BUCIM,arcan andic,"satin cikin kardesim daha cok bekletir, siz satmadan cikmayacak belliki rant buyuk",5 saat önce
772,BUCIM,Savas Ozturk,i̇sterse 20 mi̇ olsun bu kagittan cacik olmaz cunku borsa i̇ci̇n yanlis kagit bu ytdd,5 saat önce
773,BUCIM,Savas Ozturk,zararim ciksin fk si 5 mi̇s 3 mus 6 mis banane 1 yildir zarar eden kagit fk mi yi̇yoz tukurrum ci̇mentosuna koy bakkali.......,5 saat önce
774,BUCIM,Yusuf Ziya Düzcan,7.90 la 8.09 arasinda gap boslugu var onu alicagini dusunpyeum,5 saat önce
775,BUCIM,Furtina Esecek,ulan o.c got kegidi seni alali tam 1 yil oldu ula insan birlira kazanmazmi he sizi nasil bi o.c hirsizlar tefeciler soyguncular,5 saat önce
776,BUCIM,arcan andic,"6 fkli fabrika hissesini 1.5 sene onceki fiyatindan kim satiyor, bu yigidi tanimak isterim",5 saat önce
777,BUCIM,Savas Ozturk,"bazi geri̇ zekalilara yaziyoruyum 2021 de buci̇m 6,4 2024 buci̇m 8,25",5 saat önce
778,BUCIM,Teoman Duran,"kgyo hissesi, bugun kapanisa dogru tavan yapmasi beklenen ve hedef fiyati 75 tl olan bir hisse. bedelsiz sermaye artirimi icin onay aldigi da biliniyor. d",6 saat önce
779,BUCIM,Akın Türkyılmaz,heryerde manipule edenler eksik olmuyor nasil bir seyse,6 saat önce
780,BUCIM,Mahmat Mah,bi̇lanco noldu,6 saat önce
781,BUCIM,bala çapa,bilancoda kaydirma yapmak ne demek ya balon sirketmisin butun edilen kotu hakaretleri hak ediyorusn,6 saat önce
782,BUCIM,trader mekansız,yine dolusmus satin almayin uzak duruncular ayni 7.50 deki gibi :)),6 saat önce
783,BUCIM,trader mekansız,tahtaci altin yatirimcisini tokatlayamazsin kac kere dedik :)) seni acemi,6 saat önce
784,BUCIM,trader mekansız,7.50 lerde aldim diye bana laf edip yazi silidirenler ne oldu :)) bir tavan arti %5 den sonra tekrar geldim bakalim fiyat suan 8.25,6 saat önce
785,BUCIM,Mahmat Mah,en az 5 tavani var bunun,7 saat önce
786,BUCIM,pars 07,tavan oldu mu satacak bu isin kurali bu hangi hisse olursa olsun,7 saat önce
787,BUCIM,Mahmat Mah,hani bilanco iyi gelmisti noldu,7 saat önce
788,BUCIM,YUSUF BÖRTA,herkese iyi geceler..,7 saat önce
789,BUCIM,Üner Kıpırdı,dun gel gel yapti k.yat.hoppala kucaga dustu,7 saat önce
790,BUCIM,City Kuwait,maliyetine gelse aninda satis yaparim 8 ay da para pul oldu,7 saat önce
791,BUCIM,BURSA YILDIRIM,"sakin olalim,umut da vermek istemiyorum,moral de vermiyorum.bu donemde boyle bir bilanco aciklayipta 8.88 direncini kirmazsa vah bucimin haline.dolayisiyla su anki satislari dikkate almiyorum.kapanis benim tecrubeme gore de pozitif olmali ve bu 2-3 gunde 8.88 gecilmeli.aksi taktirde sahsen ben tamamen portfoyumden cikaracagim.18.00 da bakalim ne olacak.",8 saat önce
792,BUCIM,City Kuwait,tavan tavan mi taban taban mi gider tahtaci bilir nalet olsun bcim senin gibi bir sirketin borsada yeri yok,8 saat önce
793,BUCIM,Şentürk Uzunkaya,bugun tavan olacak gibi hissettiriyor,8 saat önce
794,BUCIM,Bakın bakın Ne dicem,tavanda bekleyen bilmem kac lot hede hodo hede . su cumlelerinizin bi halt etmedigini ne zaman anlatacaksiniz?! burasi turkiye tavanda bekleyen lota bakmaz asagi alinma karari alinmissa asagi alinir.,8 saat önce
795,BUCIM,BURSA YILDIRIM,bursa yildirim 1 saat once eger bugunde 1 aydir kiramadigi 8.88 i kirmazsa bilinki yine oyun var. cevap 5 0,8 saat önce
796,BUCIM,Carbon Carbon,gercekten cok kancik bir hisseymis dun neyin tavaniydi bugun neyin kirmizisi,8 saat önce
797,BUCIM,Furtina Esecek,eger tabana surmezsen senin allah bin turlu belani versin tahtaci patron yaverleri,8 saat önce
798,BUCIM,Furtina Esecek,bugunku tuttugum oructa gitti gunahlari maballari boynuna halka olsun tahtaci patron yaverleri,8 saat önce
799,BUCIM,Yusuf Sezgin,hic birine guven olmaz.fitch not arttirimi ve bu bilanco kari ile resmen bist dolandiriciligi..yatirim tavsiyesi degildir.,8 saat önce
800,BUCIM,Akın Türkyılmaz,taban olmazsan mk emi yeter be,8 saat önce
801,BUCIM,Ali Uzun,geliyor gelmekte olan,8 saat önce
802,CANTE,semih bingöl,bu hisse cok guzel 2024 ilk bilanco ne kaldiki sadece yorumlarimi dislike atan 3-5 yavsaktan baska yakinda onlarda gider hisse kalkar ytd,1 saat önce
803,CANTE,Börgır Mehmet,bugun bir ortamda denk geldim haftada en az 2 kez 0.30 kurus kar alirim bu tahtadan diyorlar 30-50 bin lotla gir cik,1 saat önce
804,CANTE,Serhat Serhat,17 gormekten gina geldi bu hissenin adini google yazinca :),1 saat önce
805,CANTE,brent gold,his se sahibi al sat yapiyor cikmasada olur sahibi icin,1 saat önce
806,CANTE,Oğuz Toprak,"sistem su, endeks duserken 30 kagitlari yerinde ve ya azicik duser, bist duzeleltme yaparken firlar, 30 disindaki kagitlar piyon, buyuklerin yukselmesi icin, bist 30 disinda hisse senedi alirsan hep batarsin... nokta",1 saat önce
807,CANTE,Alp Özdemir,selamun aleykum bikmis borsacilar bir borsaci daha girdi bakalim bende sizin gibi cucuk olcak miyim,1 saat önce
808,CANTE,Emre Tırt,ben cateden hektasa gectim yanlis mi yaptim,1 saat önce
809,CANTE,Mehmet Akbulbul,cok eglenceli dustukce aliyorum satmiyorum,1 saat önce
810,CANTE,Arif Abacı,karanlikta basarlar gene asagiya,1 saat önce
811,CANTE,takip borsacı,bok gibi hisse 2 yildir araliksiz dusuyor hala batmadi,1 saat önce
812,CANTE,Arif Abacı,bugun de zarar,1 saat önce
813,CANTE,Onur Kuş,bu hisseden zevk alan var mi,1 saat önce
814,CANTE,Arif Abacı,aldigim gune lanet olsun,1 saat önce
815,CANTE,Onur Kuş,bu hisseden zevk alan var mi,2 saat önce
816,CANTE,Arif Abacı,aldigim gune lanet olsun,2 saat önce
817,CANTE,Punky Punky,alan kerizdir diye bas bas bagirdik yeni gelen enayiler hosgeldiniz kaziklanmaya,2 saat önce
818,CANTE,İmdat Çiftçi,bu hise 23 uzeri̇ ci̇kar ki̇mse hayal pesi̇nde olmasin,2 saat önce
819,CANTE,ilyas ARSLAN,borsa topladi hala basmaya calisiyorlar bizi abi duserken onden gidiyorsun cilarken nasil tepkisiz kalabiiyorsun nasil bir hissesin sen ya,2 saat önce
820,CANTE,ibrahim matem,alllah bilinmedik belalar versin su mubarek gunde kendi yatirimcisina ortaklarinin colugun cocugunun parasini rizkini calan herkim varsa lanet olsun,2 saat önce
821,CANTE,Onur Kuş,cante duyuyon mu beni tezek var ya tezek o bile degerli senden copsun,2 saat önce
822,CANTE,Ata Aydın,alta alis koyup yukardan satiyo. yoksa bu kagidin altina kim satis yazar kendisinden baska,2 saat önce
823,CANTE,Orhan Gazi Girgin,alacan doviz altin borsa zengini iflastan kurtarma ve zengini daha zengin yapma yeri ornekte oldugu gibi borsa yatirim yeri falan degil kimse kimseyi kandirmasin,2 saat önce
824,CANTE,Deniz Deniz,bu ulkede ne olursa ol durusrt olmayacaksin yoksa basina gelmeyen kalmiyor,2 saat önce
825,CANTE,Deniz Deniz,yedigin haram paralar fitil fitil cikar insaallahsahtekarlar sizin bu hirsuzliginiza goz tuman kim varsa allahbelasini versin bu mubarek ayda,2 saat önce
826,CANTE,ilyas ARSLAN,borsa topluyor ramazan ramazan sovdurecek bize yeter artik ya tepki bersene ne istiyorsunz psilk hisse,2 saat önce
827,CANTE,Ali Recber,ben cekiliyorum arkadas bu kagit 24 ustune atmadan bi yapragim olmaz,2 saat önce
828,CANTE,İmdat Çiftçi,adamlar venozda petrol bulmus orda bir villa birde araba offff gel keyfim gelll,2 saat önce
829,CANTE,İhsan Ertuğrul,yav bunlar gavaaaaaaaat olmus. yarin sirketinde satarlar. baska varliklarini da satarlar,2 saat önce
830,CANTE,Fatih Özvar,"alcatraz, cikis yok demedik mi?",2 saat önce
